year,id,dest,category,type,rules,ops
2010,ABQ,local,civil,NA,NA,4398
2010,ABQ,local,mil,NA,NA,7538
2010,ABY,itin,civil,ac,ifr,112
2010,ABY,itin,civil,ac,vfr,5
2010,ABY,itin,civil,at,ifr,3414
2010,ABY,itin,civil,at,vfr,83
2010,ABY,itin,civil,ga,ifr,4071
2010,ABY,itin,civil,ga,vfr,7440
2010,ABY,itin,mil,mil,ifr,1939
2010,ABY,itin,mil,mil,vfr,417
2010,ABY,local,civil,NA,NA,6562
2010,ABY,local,mil,NA,NA,6239
2010,ACK,itin,civil,ac,ifr,391
2010,ACK,itin,civil,ac,vfr,0
2010,ACK,itin,civil,at,ifr,27948
2010,ACK,itin,civil,at,vfr,69737
2010,ACK,itin,civil,ga,ifr,9272
2010,ACK,itin,civil,ga,vfr,19387
2010,ACK,itin,mil,mil,ifr,159
2010,ACK,itin,mil,mil,vfr,374
2010,ACK,local,civil,NA,NA,213
2010,ACK,local,mil,NA,NA,142
2010,ACT,itin,civil,ac,ifr,2668
2010,ACT,itin,civil,ac,vfr,3
2010,ACT,itin,civil,at,ifr,3150
2010,ACT,itin,civil,at,vfr,657
2010,ACT,itin,civil,ga,ifr,6939
2010,ACT,itin,civil,ga,vfr,7385
2010,ACT,itin,mil,mil,ifr,1129
2010,ACT,itin,mil,mil,vfr,323
2010,ACT,local,civil,NA,NA,4055
2010,ACT,local,mil,NA,NA,400
2010,ACY,itin,civil,ac,ifr,12938
2010,ACY,itin,civil,ac,vfr,19
2010,ACY,itin,civil,at,ifr,5066
2010,ACY,itin,civil,at,vfr,543
2010,ACY,itin,civil,ga,ifr,10764
2010,ACY,itin,civil,ga,vfr,11908
2010,ACY,itin,mil,mil,ifr,15071
2010,ACY,itin,mil,mil,vfr,7802
2010,ACY,local,civil,NA,NA,8387
2010,ACY,local,mil,NA,NA,32685
2010,ADM,itin,civil,ac,ifr,0
2010,ADM,itin,civil,ac,vfr,28
2010,ADM,itin,civil,at,ifr,5
2010,ADM,itin,civil,at,vfr,4
2010,ADM,itin,civil,ga,ifr,1746
2010,ADM,itin,civil,ga,vfr,8584
2010,ADM,itin,mil,mil,ifr,503
2010,ADM,itin,mil,mil,vfr,575
2010,ADM,local,civil,NA,NA,7631
2010,ADM,local,mil,NA,NA,2070
2010,ADQ,itin,civil,ac,ifr,1398
2010,ADQ,itin,civil,ac,vfr,32
2010,ADQ,itin,civil,at,ifr,3802
2010,ADQ,itin,civil,at,vfr,15297
2010,ADQ,itin,civil,ga,ifr,212
2010,ADQ,itin,civil,ga,vfr,1841
2010,ADQ,itin,mil,mil,ifr,902
2010,ADQ,itin,mil,mil,vfr,2371
2010,ADQ,local,civil,NA,NA,1436
2010,ADQ,local,mil,NA,NA,7999
2010,ADS,itin,civil,ac,ifr,172
2010,ADS,itin,civil,ac,vfr,0
2010,ADS,itin,civil,at,ifr,8937
2010,ADS,itin,civil,at,vfr,3011
2010,ADS,itin,civil,ga,ifr,28516
2010,ADS,itin,civil,ga,vfr,49512
2010,ADS,itin,mil,mil,ifr,98
2010,ADS,itin,mil,mil,vfr,328
2010,ADS,local,civil,NA,NA,8183
2010,ADS,local,mil,NA,NA,11
2010,ADW,itin,civil,ac,ifr,664
2010,ADW,itin,civil,ac,vfr,3
2010,ADW,itin,civil,at,ifr,577
2010,ADW,itin,civil,at,vfr,44
2010,ADW,itin,civil,ga,ifr,2319
2010,ADW,itin,civil,ga,vfr,1877
2010,ADW,itin,mil,mil,ifr,23689
2010,ADW,itin,mil,mil,vfr,9274
2010,ADW,local,civil,NA,NA,21079
2010,ADW,local,mil,NA,NA,39157
2010,AEG,itin,civil,ac,ifr,0
2010,AEG,itin,civil,ac,vfr,0
2010,AEG,itin,civil,at,ifr,530
2010,AEG,itin,civil,at,vfr,1744
2010,AEG,itin,civil,ga,ifr,3571
2010,AEG,itin,civil,ga,vfr,23614
2010,AEG,itin,mil,mil,ifr,190
2010,AEG,itin,mil,mil,vfr,1051
2010,AEG,local,civil,NA,NA,37339
2010,AEG,local,mil,NA,NA,1031
2010,AEX,itin,civil,ac,ifr,2335
2010,AEX,itin,civil,ac,vfr,0
2010,AEX,itin,civil,at,ifr,9334
2010,AEX,itin,civil,at,vfr,0
2010,AEX,itin,civil,ga,ifr,3969
2010,AEX,itin,civil,ga,vfr,1
2010,AEX,itin,mil,mil,ifr,4879
2010,AEX,itin,mil,mil,vfr,0
2010,AEX,local,civil,NA,NA,11849
2010,AEX,local,mil,NA,NA,6365
2010,AFW,itin,civil,ac,ifr,6345
2010,AFW,itin,civil,ac,vfr,5
2010,AFW,itin,civil,at,ifr,3233
2010,AFW,itin,civil,at,vfr,1014
2010,AFW,itin,civil,ga,ifr,9458
2010,AFW,itin,civil,ga,vfr,22849
2010,AFW,itin,mil,mil,ifr,7693
2010,AFW,itin,mil,mil,vfr,1519
2010,AFW,local,civil,NA,NA,34168
2010,AFW,local,mil,NA,NA,8008
2010,AGC,itin,civil,ac,ifr,1
2010,AGC,itin,civil,ac,vfr,63
2010,AGC,itin,civil,at,ifr,6724
2010,AGC,itin,civil,at,vfr,11490
2010,AGC,itin,civil,ga,ifr,15963
2010,AGC,itin,civil,ga,vfr,15248
2010,AGC,itin,mil,mil,ifr,112
2010,AGC,itin,mil,mil,vfr,297
2010,AGC,local,civil,NA,NA,17759
2010,AGC,local,mil,NA,NA,64
2010,AGS,itin,civil,ac,ifr,574
2010,AGS,itin,civil,ac,vfr,0
2010,AGS,itin,civil,at,ifr,12491
2010,AGS,itin,civil,at,vfr,38
2010,AGS,itin,civil,ga,ifr,8659
2010,AGS,itin,civil,ga,vfr,2734
2010,AGS,itin,mil,mil,ifr,1191
2010,AGS,itin,mil,mil,vfr,390
2010,AGS,local,civil,NA,NA,3306
2010,AGS,local,mil,NA,NA,1020
2010,AHN,itin,civil,ac,ifr,26
2010,AHN,itin,civil,ac,vfr,0
2010,AHN,itin,civil,at,ifr,2030
2010,AHN,itin,civil,at,vfr,669
2010,AHN,itin,civil,ga,ifr,7088
2010,AHN,itin,civil,ga,vfr,9952
2010,AHN,itin,mil,mil,ifr,522
2010,AHN,itin,mil,mil,vfr,447
2010,AHN,local,civil,NA,NA,14559
2010,AHN,local,mil,NA,NA,484
2010,AKN,itin,civil,ac,ifr,848
2010,AKN,itin,civil,ac,vfr,20
2010,AKN,itin,civil,at,ifr,6416
2010,AKN,itin,civil,at,vfr,13475
2010,AKN,itin,civil,ga,ifr,926
2010,AKN,itin,civil,ga,vfr,5981
2010,AKN,itin,mil,mil,ifr,184
2010,AKN,itin,mil,mil,vfr,70
2010,AKN,local,civil,NA,NA,686
2010,AKN,local,mil,NA,NA,289
2010,ALB,itin,civil,ac,ifr,24791
2010,ALB,itin,civil,ac,vfr,0
2010,ALB,itin,civil,at,ifr,27950
2010,ALB,itin,civil,at,vfr,3035
2010,ALB,itin,civil,ga,ifr,7456
2010,ALB,itin,civil,ga,vfr,9774
2010,ALB,itin,mil,mil,ifr,2054
2010,ALB,itin,mil,mil,vfr,1595
2010,ALB,local,civil,NA,NA,11291
2010,ALB,local,mil,NA,NA,4480
2010,ALN,itin,civil,ac,ifr,1
2010,ALN,itin,civil,ac,vfr,0
2010,ALN,itin,civil,at,ifr,676
2010,ALN,itin,civil,at,vfr,175
2010,ALN,itin,civil,ga,ifr,5214
2010,ALN,itin,civil,ga,vfr,7888
2010,ALN,itin,mil,mil,ifr,204
2010,ALN,itin,mil,mil,vfr,218
2010,ALN,local,civil,NA,NA,17504
2010,ALN,local,mil,NA,NA,1776
2010,ALO,itin,civil,ac,ifr,30
2010,ALO,itin,civil,ac,vfr,0
2010,ALO,itin,civil,at,ifr,2198
2010,ALO,itin,civil,at,vfr,48
2010,ALO,itin,civil,ga,ifr,5337
2010,ALO,itin,civil,ga,vfr,5242
2010,ALO,itin,mil,mil,ifr,297
2010,ALO,itin,mil,mil,vfr,902
2010,ALO,local,civil,NA,NA,8546
2010,ALO,local,mil,NA,NA,682
2010,ALW,itin,civil,ac,ifr,1022
2010,ALW,itin,civil,ac,vfr,2
2010,ALW,itin,civil,at,ifr,677
2010,ALW,itin,civil,at,vfr,122
2010,ALW,itin,civil,ga,ifr,1737
2010,ALW,itin,civil,ga,vfr,8190
2010,ALW,itin,mil,mil,ifr,91
2010,ALW,itin,mil,mil,vfr,80
2010,ALW,local,civil,NA,NA,12492
2010,ALW,local,mil,NA,NA,2
2010,AMA,itin,civil,ac,ifr,10078
2010,AMA,itin,civil,ac,vfr,18
2010,AMA,itin,civil,at,ifr,8801
2010,AMA,itin,civil,at,vfr,555
2010,AMA,itin,civil,ga,ifr,10633
2010,AMA,itin,civil,ga,vfr,7682
2010,AMA,itin,mil,mil,ifr,17194
2010,AMA,itin,mil,mil,vfr,3217
2010,AMA,local,civil,NA,NA,6929
2010,AMA,local,mil,NA,NA,14478
2010,ANC,itin,civil,ac,ifr,114343
2010,ANC,itin,civil,ac,vfr,109
2010,ANC,itin,civil,at,ifr,57247
2010,ANC,itin,civil,at,vfr,17690
2010,ANC,itin,civil,ga,ifr,9199
2010,ANC,itin,civil,ga,vfr,65616
2010,ANC,itin,mil,mil,ifr,2365
2010,ANC,itin,mil,mil,vfr,2036
2010,ANC,local,civil,NA,NA,6173
2010,ANC,local,mil,NA,NA,0
2010,ANE,itin,civil,ac,ifr,0
2010,ANE,itin,civil,ac,vfr,0
2010,ANE,itin,civil,at,ifr,3669
2010,ANE,itin,civil,at,vfr,1475
2010,ANE,itin,civil,ga,ifr,10118
2010,ANE,itin,civil,ga,vfr,30679
2010,ANE,itin,mil,mil,ifr,39
2010,ANE,itin,mil,mil,vfr,139
2010,ANE,local,civil,NA,NA,33094
2010,ANE,local,mil,NA,NA,390
2010,APA,itin,civil,ac,ifr,2
2010,APA,itin,civil,ac,vfr,28
2010,APA,itin,civil,at,ifr,20019
2010,APA,itin,civil,at,vfr,11259
2010,APA,itin,civil,ga,ifr,39721
2010,APA,itin,civil,ga,vfr,79328
2010,APA,itin,mil,mil,ifr,1360
2010,APA,itin,mil,mil,vfr,2016
2010,APA,local,civil,NA,NA,124264
2010,APA,local,mil,NA,NA,5189
2010,APC,itin,civil,ac,ifr,9
2010,APC,itin,civil,ac,vfr,0
2010,APC,itin,civil,at,ifr,3270
2010,APC,itin,civil,at,vfr,111
2010,APC,itin,civil,ga,ifr,8426
2010,APC,itin,civil,ga,vfr,25975
2010,APC,itin,mil,mil,ifr,66
2010,APC,itin,mil,mil,vfr,160
2010,APC,local,civil,NA,NA,26782
2010,APC,local,mil,NA,NA,30
2010,APF,itin,civil,ac,ifr,0
2010,APF,itin,civil,ac,vfr,0
2010,APF,itin,civil,at,ifr,7556
2010,APF,itin,civil,at,vfr,102
2010,APF,itin,civil,ga,ifr,21977
2010,APF,itin,civil,ga,vfr,34891
2010,APF,itin,mil,mil,ifr,69
2010,APF,itin,mil,mil,vfr,38
2010,APF,local,civil,NA,NA,17708
2010,APF,local,mil,NA,NA,8
2010,ARA,itin,civil,ac,ifr,83
2010,ARA,itin,civil,ac,vfr,92
2010,ARA,itin,civil,at,ifr,1068
2010,ARA,itin,civil,at,vfr,12790
2010,ARA,itin,civil,ga,ifr,4196
2010,ARA,itin,civil,ga,vfr,19985
2010,ARA,itin,mil,mil,ifr,2861
2010,ARA,itin,mil,mil,vfr,3819
2010,ARA,local,civil,NA,NA,79137
2010,ARA,local,mil,NA,NA,1929
2010,ARB,itin,civil,ac,ifr,20
2010,ARB,itin,civil,ac,vfr,0
2010,ARB,itin,civil,at,ifr,125
2010,ARB,itin,civil,at,vfr,83
2010,ARB,itin,civil,ga,ifr,3642
2010,ARB,itin,civil,ga,vfr,17460
2010,ARB,itin,mil,mil,ifr,16
2010,ARB,itin,mil,mil,vfr,17
2010,ARB,local,civil,NA,NA,42629
2010,ARB,local,mil,NA,NA,7
2010,ARR,itin,civil,ac,ifr,0
2010,ARR,itin,civil,ac,vfr,0
2010,ARR,itin,civil,at,ifr,655
2010,ARR,itin,civil,at,vfr,15
2010,ARR,itin,civil,ga,ifr,8710
2010,ARR,itin,civil,ga,vfr,32592
2010,ARR,itin,mil,mil,ifr,148
2010,ARR,itin,mil,mil,vfr,88
2010,ARR,local,civil,NA,NA,32624
2010,ARR,local,mil,NA,NA,186
2010,ASE,itin,civil,ac,ifr,9698
2010,ASE,itin,civil,ac,vfr,0
2010,ASE,itin,civil,at,ifr,7921
2010,ASE,itin,civil,at,vfr,24
2010,ASE,itin,civil,ga,ifr,13157
2010,ASE,itin,civil,ga,vfr,2848
2010,ASE,itin,mil,mil,ifr,49
2010,ASE,itin,mil,mil,vfr,38
2010,ASE,local,civil,NA,NA,3837
2010,ASE,local,mil,NA,NA,31
2010,ASG,itin,civil,ac,ifr,0
2010,ASG,itin,civil,ac,vfr,0
2010,ASG,itin,civil,at,ifr,1304
2010,ASG,itin,civil,at,vfr,1311
2010,ASG,itin,civil,ga,ifr,3686
2010,ASG,itin,civil,ga,vfr,12227
2010,ASG,itin,mil,mil,ifr,1
2010,ASG,itin,mil,mil,vfr,25
2010,ASG,local,civil,NA,NA,10386
2010,ASG,local,mil,NA,NA,52
2010,ASH,itin,civil,ac,ifr,0
2010,ASH,itin,civil,ac,vfr,0
2010,ASH,itin,civil,at,ifr,139
2010,ASH,itin,civil,at,vfr,184
2010,ASH,itin,civil,ga,ifr,6329
2010,ASH,itin,civil,ga,vfr,28558
2010,ASH,itin,mil,mil,ifr,13
2010,ASH,itin,mil,mil,vfr,13
2010,ASH,local,civil,NA,NA,38645
2010,ASH,local,mil,NA,NA,230
2010,ATL,itin,civil,ac,ifr,719820
2010,ATL,itin,civil,ac,vfr,6
2010,ATL,itin,civil,at,ifr,221678
2010,ATL,itin,civil,at,vfr,472
2010,ATL,itin,civil,ga,ifr,5062
2010,ATL,itin,civil,ga,vfr,2207
2010,ATL,itin,mil,mil,ifr,493
2010,ATL,itin,mil,mil,vfr,381
2010,ATL,local,civil,NA,NA,0
2010,ATL,local,mil,NA,NA,0
2010,ATW,itin,civil,ac,ifr,2967
2010,ATW,itin,civil,ac,vfr,3
2010,ATW,itin,civil,at,ifr,13247
2010,ATW,itin,civil,at,vfr,188
2010,ATW,itin,civil,ga,ifr,5775
2010,ATW,itin,civil,ga,vfr,9403
2010,ATW,itin,mil,mil,ifr,105
2010,ATW,itin,mil,mil,vfr,33
2010,ATW,local,civil,NA,NA,5345
2010,ATW,local,mil,NA,NA,128
2010,AUS,itin,civil,ac,ifr,93035
2010,AUS,itin,civil,ac,vfr,2
2010,AUS,itin,civil,at,ifr,17246
2010,AUS,itin,civil,at,vfr,705
2010,AUS,itin,civil,ga,ifr,29943
2010,AUS,itin,civil,ga,vfr,25679
2010,AUS,itin,mil,mil,ifr,3114
2010,AUS,itin,mil,mil,vfr,3004
2010,AUS,local,civil,NA,NA,3380
2010,AUS,local,mil,NA,NA,806
2010,AVL,itin,civil,ac,ifr,1160
2010,AVL,itin,civil,ac,vfr,0
2010,AVL,itin,civil,at,ifr,19494
2010,AVL,itin,civil,at,vfr,111
2010,AVL,itin,civil,ga,ifr,15883
2010,AVL,itin,civil,ga,vfr,12960
2010,AVL,itin,mil,mil,ifr,2432
2010,AVL,itin,mil,mil,vfr,839
2010,AVL,local,civil,NA,NA,12909
2010,AVL,local,mil,NA,NA,1552
2010,AVP,itin,civil,ac,ifr,805
2010,AVP,itin,civil,ac,vfr,0
2010,AVP,itin,civil,at,ifr,12777
2010,AVP,itin,civil,at,vfr,1970
2010,AVP,itin,civil,ga,ifr,5566
2010,AVP,itin,civil,ga,vfr,19893
2010,AVP,itin,mil,mil,ifr,254
2010,AVP,itin,mil,mil,vfr,207
2010,AVP,local,civil,NA,NA,15913
2010,AVP,local,mil,NA,NA,62
2010,AZO,itin,civil,ac,ifr,389
2010,AZO,itin,civil,ac,vfr,1
2010,AZO,itin,civil,at,ifr,10131
2010,AZO,itin,civil,at,vfr,92
2010,AZO,itin,civil,ga,ifr,8367
2010,AZO,itin,civil,ga,vfr,11466
2010,AZO,itin,mil,mil,ifr,65
2010,AZO,itin,mil,mil,vfr,56
2010,AZO,local,civil,NA,NA,20775
2010,AZO,local,mil,NA,NA,86
2010,BAF,itin,civil,ac,ifr,6
2010,BAF,itin,civil,ac,vfr,3
2010,BAF,itin,civil,at,ifr,601
2010,BAF,itin,civil,at,vfr,22
2010,BAF,itin,civil,ga,ifr,4824
2010,BAF,itin,civil,ga,vfr,24959
2010,BAF,itin,mil,mil,ifr,1681
2010,BAF,itin,mil,mil,vfr,2658
2010,BAF,local,civil,NA,NA,24339
2010,BAF,local,mil,NA,NA,2891
2010,BAK,itin,civil,ac,ifr,13
2010,BAK,itin,civil,ac,vfr,9
2010,BAK,itin,civil,at,ifr,160
2010,BAK,itin,civil,at,vfr,0
2010,BAK,itin,civil,ga,ifr,3600
2010,BAK,itin,civil,ga,vfr,17715
2010,BAK,itin,mil,mil,ifr,236
2010,BAK,itin,mil,mil,vfr,682
2010,BAK,local,civil,NA,NA,10485
2010,BAK,local,mil,NA,NA,418
2010,BAZ,itin,civil,ac,ifr,2
2010,BAZ,itin,civil,ac,vfr,0
2010,BAZ,itin,civil,at,ifr,40
2010,BAZ,itin,civil,at,vfr,55
2010,BAZ,itin,civil,ga,ifr,623
2010,BAZ,itin,civil,ga,vfr,4242
2010,BAZ,itin,mil,mil,ifr,29
2010,BAZ,itin,mil,mil,vfr,23
2010,BAZ,local,civil,NA,NA,5255
2010,BAZ,local,mil,NA,NA,326
2010,BBG,itin,civil,ac,ifr,1856
2010,BBG,itin,civil,ac,vfr,0
2010,BBG,itin,civil,at,ifr,1641
2010,BBG,itin,civil,at,vfr,44
2010,BBG,itin,civil,ga,ifr,2200
2010,BBG,itin,civil,ga,vfr,1478
2010,BBG,itin,mil,mil,ifr,46
2010,BBG,itin,mil,mil,vfr,89
2010,BBG,local,civil,NA,NA,107
2010,BBG,local,mil,NA,NA,0
2010,BCT,itin,civil,ac,ifr,0
2010,BCT,itin,civil,ac,vfr,0
2010,BCT,itin,civil,at,ifr,5469
2010,BCT,itin,civil,at,vfr,240
2010,BCT,itin,civil,ga,ifr,13882
2010,BCT,itin,civil,ga,vfr,20352
2010,BCT,itin,mil,mil,ifr,37
2010,BCT,itin,mil,mil,vfr,10
2010,BCT,local,civil,NA,NA,14091
2010,BCT,local,mil,NA,NA,30
2010,BDL,itin,civil,ac,ifr,53459
2010,BDL,itin,civil,ac,vfr,3
2010,BDL,itin,civil,at,ifr,26671
2010,BDL,itin,civil,at,vfr,396
2010,BDL,itin,civil,ga,ifr,9304
2010,BDL,itin,civil,ga,vfr,5509
2010,BDL,itin,mil,mil,ifr,1700
2010,BDL,itin,mil,mil,vfr,1003
2010,BDL,local,civil,NA,NA,5047
2010,BDL,local,mil,NA,NA,424
2010,BDR,itin,civil,ac,ifr,0
2010,BDR,itin,civil,ac,vfr,0
2010,BDR,itin,civil,at,ifr,1901
2010,BDR,itin,civil,at,vfr,201
2010,BDR,itin,civil,ga,ifr,6171
2010,BDR,itin,civil,ga,vfr,28362
2010,BDR,itin,mil,mil,ifr,286
2010,BDR,itin,mil,mil,vfr,155
2010,BDR,local,civil,NA,NA,36420
2010,BDR,local,mil,NA,NA,195
2010,BED,itin,civil,ac,ifr,316
2010,BED,itin,civil,ac,vfr,115
2010,BED,itin,civil,at,ifr,13215
2010,BED,itin,civil,at,vfr,8750
2010,BED,itin,civil,ga,ifr,30804
2010,BED,itin,civil,ga,vfr,54515
2010,BED,itin,mil,mil,ifr,755
2010,BED,itin,mil,mil,vfr,1093
2010,BED,local,civil,NA,NA,65708
2010,BED,local,mil,NA,NA,561
2010,BET,itin,civil,ac,ifr,2998
2010,BET,itin,civil,ac,vfr,522
2010,BET,itin,civil,at,ifr,9452
2010,BET,itin,civil,at,vfr,76201
2010,BET,itin,civil,ga,ifr,350
2010,BET,itin,civil,ga,vfr,5334
2010,BET,itin,mil,mil,ifr,149
2010,BET,itin,mil,mil,vfr,293
2010,BET,local,civil,NA,NA,2780
2010,BET,local,mil,NA,NA,108
2010,BFI,itin,civil,ac,ifr,10369
2010,BFI,itin,civil,ac,vfr,89
2010,BFI,itin,civil,at,ifr,31326
2010,BFI,itin,civil,at,vfr,35838
2010,BFI,itin,civil,ga,ifr,27384
2010,BFI,itin,civil,ga,vfr,79879
2010,BFI,itin,mil,mil,ifr,619
2010,BFI,itin,mil,mil,vfr,1050
2010,BFI,local,civil,NA,NA,72080
2010,BFI,local,mil,NA,NA,762
2010,BFL,itin,civil,ac,ifr,1794
2010,BFL,itin,civil,ac,vfr,3
2010,BFL,itin,civil,at,ifr,8186
2010,BFL,itin,civil,at,vfr,1651
2010,BFL,itin,civil,ga,ifr,20319
2010,BFL,itin,civil,ga,vfr,34792
2010,BFL,itin,mil,mil,ifr,279
2010,BFL,itin,mil,mil,vfr,259
2010,BFL,local,civil,NA,NA,55523
2010,BFL,local,mil,NA,NA,23
2010,BFM,itin,civil,ac,ifr,2477
2010,BFM,itin,civil,ac,vfr,25
2010,BFM,itin,civil,at,ifr,2307
2010,BFM,itin,civil,at,vfr,4511
2010,BFM,itin,civil,ga,ifr,6635
2010,BFM,itin,civil,ga,vfr,11287
2010,BFM,itin,mil,mil,ifr,8675
2010,BFM,itin,mil,mil,vfr,6004
2010,BFM,local,civil,NA,NA,12712
2010,BFM,local,mil,NA,NA,25944
2010,BGM,itin,civil,ac,ifr,0
2010,BGM,itin,civil,ac,vfr,0
2010,BGM,itin,civil,at,ifr,8200
2010,BGM,itin,civil,at,vfr,58
2010,BGM,itin,civil,ga,ifr,3404
2010,BGM,itin,civil,ga,vfr,3716
2010,BGM,itin,mil,mil,ifr,448
2010,BGM,itin,mil,mil,vfr,103
2010,BGM,local,civil,NA,NA,2912
2010,BGM,local,mil,NA,NA,403
2010,BGR,itin,civil,ac,ifr,4693
2010,BGR,itin,civil,ac,vfr,11
2010,BGR,itin,civil,at,ifr,11192
2010,BGR,itin,civil,at,vfr,287
2010,BGR,itin,civil,ga,ifr,7779
2010,BGR,itin,civil,ga,vfr,5117
2010,BGR,itin,mil,mil,ifr,9484
2010,BGR,itin,mil,mil,vfr,1961
2010,BGR,local,civil,NA,NA,4841
2010,BGR,local,mil,NA,NA,3939
2010,BHM,itin,civil,ac,ifr,29474
2010,BHM,itin,civil,ac,vfr,1
2010,BHM,itin,civil,at,ifr,32354
2010,BHM,itin,civil,at,vfr,1289
2010,BHM,itin,civil,ga,ifr,30333
2010,BHM,itin,civil,ga,vfr,10830
2010,BHM,itin,mil,mil,ifr,3936
2010,BHM,itin,mil,mil,vfr,1145
2010,BHM,local,civil,NA,NA,389
2010,BHM,local,mil,NA,NA,164
2010,BIL,itin,civil,ac,ifr,10203
2010,BIL,itin,civil,ac,vfr,15
2010,BIL,itin,civil,at,ifr,23054
2010,BIL,itin,civil,at,vfr,1721
2010,BIL,itin,civil,ga,ifr,9706
2010,BIL,itin,civil,ga,vfr,15669
2010,BIL,itin,mil,mil,ifr,191
2010,BIL,itin,mil,mil,vfr,163
2010,BIL,local,civil,NA,NA,17359
2010,BIL,local,mil,NA,NA,24
2010,BIS,itin,civil,ac,ifr,2120
2010,BIS,itin,civil,ac,vfr,1
2010,BIS,itin,civil,at,ifr,9738
2010,BIS,itin,civil,at,vfr,123
2010,BIS,itin,civil,ga,ifr,8332
2010,BIS,itin,civil,ga,vfr,8971
2010,BIS,itin,mil,mil,ifr,808
2010,BIS,itin,mil,mil,vfr,1499
2010,BIS,local,civil,NA,NA,13175
2010,BIS,local,mil,NA,NA,886
2010,BJC,itin,civil,ac,ifr,9
2010,BJC,itin,civil,ac,vfr,0
2010,BJC,itin,civil,at,ifr,3599
2010,BJC,itin,civil,at,vfr,167
2010,BJC,itin,civil,ga,ifr,16870
2010,BJC,itin,civil,ga,vfr,39552
2010,BJC,itin,mil,mil,ifr,269
2010,BJC,itin,mil,mil,vfr,355
2010,BJC,local,civil,NA,NA,58441
2010,BJC,local,mil,NA,NA,1101
2010,BKL,itin,civil,ac,ifr,109
2010,BKL,itin,civil,ac,vfr,0
2010,BKL,itin,civil,at,ifr,6705
2010,BKL,itin,civil,at,vfr,7414
2010,BKL,itin,civil,ga,ifr,10337
2010,BKL,itin,civil,ga,vfr,11372
2010,BKL,itin,mil,mil,ifr,199
2010,BKL,itin,mil,mil,vfr,206
2010,BKL,local,civil,NA,NA,17511
2010,BKL,local,mil,NA,NA,134
2010,BLI,itin,civil,ac,ifr,7218
2010,BLI,itin,civil,ac,vfr,77
2010,BLI,itin,civil,at,ifr,2468
2010,BLI,itin,civil,at,vfr,9912
2010,BLI,itin,civil,ga,ifr,5496
2010,BLI,itin,civil,ga,vfr,23081
2010,BLI,itin,mil,mil,ifr,288
2010,BLI,itin,mil,mil,vfr,724
2010,BLI,local,civil,NA,NA,13296
2010,BLI,local,mil,NA,NA,336
2010,BMG,itin,civil,ac,ifr,34
2010,BMG,itin,civil,ac,vfr,0
2010,BMG,itin,civil,at,ifr,809
2010,BMG,itin,civil,at,vfr,9
2010,BMG,itin,civil,ga,ifr,5087
2010,BMG,itin,civil,ga,vfr,10009
2010,BMG,itin,mil,mil,ifr,49
2010,BMG,itin,mil,mil,vfr,98
2010,BMG,local,civil,NA,NA,9619
2010,BMG,local,mil,NA,NA,34
2010,BMI,itin,civil,ac,ifr,4634
2010,BMI,itin,civil,ac,vfr,0
2010,BMI,itin,civil,at,ifr,5494
2010,BMI,itin,civil,at,vfr,1
2010,BMI,itin,civil,ga,ifr,4822
2010,BMI,itin,civil,ga,vfr,7729
2010,BMI,itin,mil,mil,ifr,115
2010,BMI,itin,mil,mil,vfr,81
2010,BMI,local,civil,NA,NA,5308
2010,BMI,local,mil,NA,NA,200
2010,BNA,itin,civil,ac,ifr,85262
2010,BNA,itin,civil,ac,vfr,0
2010,BNA,itin,civil,at,ifr,55547
2010,BNA,itin,civil,at,vfr,2188
2010,BNA,itin,civil,ga,ifr,22434
2010,BNA,itin,civil,ga,vfr,5012
2010,BNA,itin,mil,mil,ifr,2500
2010,BNA,itin,mil,mil,vfr,1240
2010,BNA,local,civil,NA,NA,50
2010,BNA,local,mil,NA,NA,2
2010,BOI,itin,civil,ac,ifr,37460
2010,BOI,itin,civil,ac,vfr,7
2010,BOI,itin,civil,at,ifr,13520
2010,BOI,itin,civil,at,vfr,2302
2010,BOI,itin,civil,ga,ifr,14432
2010,BOI,itin,civil,ga,vfr,22663
2010,BOI,itin,mil,mil,ifr,3569
2010,BOI,itin,mil,mil,vfr,4950
2010,BOI,local,civil,NA,NA,20368
2010,BOI,local,mil,NA,NA,2690
2010,BOS,itin,civil,ac,ifr,179469
2010,BOS,itin,civil,ac,vfr,24
2010,BOS,itin,civil,at,ifr,149580
2010,BOS,itin,civil,at,vfr,20005
2010,BOS,itin,civil,ga,ifr,12832
2010,BOS,itin,civil,ga,vfr,6080
2010,BOS,itin,mil,mil,ifr,225
2010,BOS,itin,mil,mil,vfr,636
2010,BOS,local,civil,NA,NA,0
2010,BOS,local,mil,NA,NA,0
2010,BPT,itin,civil,ac,ifr,38
2010,BPT,itin,civil,ac,vfr,1
2010,BPT,itin,civil,at,ifr,3364
2010,BPT,itin,civil,at,vfr,1493
2010,BPT,itin,civil,ga,ifr,8423
2010,BPT,itin,civil,ga,vfr,6227
2010,BPT,itin,mil,mil,ifr,297
2010,BPT,itin,mil,mil,vfr,343
2010,BPT,local,civil,NA,NA,4124
2010,BPT,local,mil,NA,NA,65
2010,BQN,itin,civil,ac,ifr,9431
2010,BQN,itin,civil,ac,vfr,205
2010,BQN,itin,civil,at,ifr,643
2010,BQN,itin,civil,at,vfr,22
2010,BQN,itin,civil,ga,ifr,1850
2010,BQN,itin,civil,ga,vfr,18364
