year,id,dest,category,type,rules,ops
2000,ABE,itin,civil,ac,ifr,19866
2000,ABE,itin,civil,ac,vfr,597
2000,ABE,itin,civil,at,ifr,18054
2000,ABE,itin,civil,at,vfr,455
2000,ABE,itin,civil,ga,ifr,30473
2000,ABE,itin,civil,ga,vfr,28307
2000,ABE,itin,mil,mil,ifr,1966
2000,ABE,itin,mil,mil,vfr,213
2000,ABE,local,civil,NA,NA,34690
2000,ABE,local,mil,NA,NA,1896
2000,ABI,itin,civil,ac,ifr,148
2000,ABI,itin,civil,ac,vfr,129
2000,ABI,itin,civil,at,ifr,11084
2000,ABI,itin,civil,at,vfr,2405
2000,ABI,itin,civil,ga,ifr,7790
2000,ABI,itin,civil,ga,vfr,15832
2000,ABI,itin,mil,mil,ifr,8478
2000,ABI,itin,mil,mil,vfr,2202
2000,ABI,local,civil,NA,NA,13403
2000,ABI,local,mil,NA,NA,19080
2000,ABQ,itin,civil,ac,ifr,78473
2000,ABQ,itin,civil,ac,vfr,3358
2000,ABQ,itin,civil,at,ifr,30493
2000,ABQ,itin,civil,at,vfr,3948
2000,ABQ,itin,civil,ga,ifr,39772
2000,ABQ,itin,civil,ga,vfr,23412
2000,ABQ,itin,mil,mil,ifr,13336
2000,ABQ,itin,mil,mil,vfr,8896
2000,ABQ,local,civil,NA,NA,11409
2000,ABQ,local,mil,NA,NA,20076
2000,ABY,itin,civil,ac,ifr,119
2000,ABY,itin,civil,ac,vfr,130
2000,ABY,itin,civil,at,ifr,8115
2000,ABY,itin,civil,at,vfr,1557
2000,ABY,itin,civil,ga,ifr,6663
2000,ABY,itin,civil,ga,vfr,12495
2000,ABY,itin,mil,mil,ifr,543
2000,ABY,itin,mil,mil,vfr,977
2000,ABY,local,civil,NA,NA,14069
2000,ABY,local,mil,NA,NA,1342
2000,ACK,itin,civil,ac,ifr,0
2000,ACK,itin,civil,ac,vfr,5
2000,ACK,itin,civil,at,ifr,39112
2000,ACK,itin,civil,at,vfr,80747
2000,ACK,itin,civil,ga,ifr,15244
2000,ACK,itin,civil,ga,vfr,30798
2000,ACK,itin,mil,mil,ifr,121
2000,ACK,itin,mil,mil,vfr,598
2000,ACK,local,civil,NA,NA,3321
2000,ACK,local,mil,NA,NA,421
2000,ACT,itin,civil,ac,ifr,156
2000,ACT,itin,civil,ac,vfr,179
2000,ACT,itin,civil,at,ifr,7413
2000,ACT,itin,civil,at,vfr,4765
2000,ACT,itin,civil,ga,ifr,11591
2000,ACT,itin,civil,ga,vfr,16723
2000,ACT,itin,mil,mil,ifr,2049
2000,ACT,itin,mil,mil,vfr,720
2000,ACT,local,civil,NA,NA,12251
2000,ACT,local,mil,NA,NA,1237
2000,ACY,itin,civil,ac,ifr,11427
2000,ACY,itin,civil,ac,vfr,3091
2000,ACY,itin,civil,at,ifr,10302
2000,ACY,itin,civil,at,vfr,2409
2000,ACY,itin,civil,ga,ifr,17953
2000,ACY,itin,civil,ga,vfr,11928
2000,ACY,itin,mil,mil,ifr,10079
2000,ACY,itin,mil,mil,vfr,3759
2000,ACY,local,civil,NA,NA,30754
2000,ACY,local,mil,NA,NA,28800
2000,ADM,itin,civil,ac,ifr,0
2000,ADM,itin,civil,ac,vfr,4
2000,ADM,itin,civil,at,ifr,1
2000,ADM,itin,civil,at,vfr,36
2000,ADM,itin,civil,ga,ifr,4066
2000,ADM,itin,civil,ga,vfr,10146
2000,ADM,itin,mil,mil,ifr,943
2000,ADM,itin,mil,mil,vfr,1407
2000,ADM,local,civil,NA,NA,30945
2000,ADM,local,mil,NA,NA,6297
2000,ADQ,itin,civil,ac,ifr,1193
2000,ADQ,itin,civil,ac,vfr,385
2000,ADQ,itin,civil,at,ifr,2740
2000,ADQ,itin,civil,at,vfr,5054
2000,ADQ,itin,civil,ga,ifr,877
2000,ADQ,itin,civil,ga,vfr,1906
2000,ADQ,itin,mil,mil,ifr,1079
2000,ADQ,itin,mil,mil,vfr,2364
2000,ADQ,local,civil,NA,NA,1782
2000,ADQ,local,mil,NA,NA,11534
2000,ADS,itin,civil,ac,ifr,6
2000,ADS,itin,civil,ac,vfr,44
2000,ADS,itin,civil,at,ifr,9071
2000,ADS,itin,civil,at,vfr,1525
2000,ADS,itin,civil,ga,ifr,40246
2000,ADS,itin,civil,ga,vfr,102589
2000,ADS,itin,mil,mil,ifr,35
2000,ADS,itin,mil,mil,vfr,189
2000,ADS,local,civil,NA,NA,10225
2000,ADS,local,mil,NA,NA,14
2000,ADW,itin,civil,ac,ifr,7
2000,ADW,itin,civil,ac,vfr,56
2000,ADW,itin,civil,at,ifr,0
2000,ADW,itin,civil,at,vfr,4
2000,ADW,itin,civil,ga,ifr,3077
2000,ADW,itin,civil,ga,vfr,3022
2000,ADW,itin,mil,mil,ifr,39704
2000,ADW,itin,mil,mil,vfr,9597
2000,ADW,local,civil,NA,NA,5080
2000,ADW,local,mil,NA,NA,43096
2000,AEX,itin,civil,ac,ifr,1209
2000,AEX,itin,civil,ac,vfr,503
2000,AEX,itin,civil,at,ifr,12361
2000,AEX,itin,civil,at,vfr,958
2000,AEX,itin,civil,ga,ifr,4922
2000,AEX,itin,civil,ga,vfr,761
2000,AEX,itin,mil,mil,ifr,2265
2000,AEX,itin,mil,mil,vfr,854
2000,AEX,local,civil,NA,NA,22515
2000,AEX,local,mil,NA,NA,12079
2000,AFW,itin,civil,ac,ifr,8040
2000,AFW,itin,civil,ac,vfr,1715
2000,AFW,itin,civil,at,ifr,2461
2000,AFW,itin,civil,at,vfr,1030
2000,AFW,itin,civil,ga,ifr,9882
2000,AFW,itin,civil,ga,vfr,29167
2000,AFW,itin,mil,mil,ifr,2803
2000,AFW,itin,mil,mil,vfr,1701
2000,AFW,local,civil,NA,NA,104382
2000,AFW,local,mil,NA,NA,10361
2000,AGC,itin,civil,ac,ifr,0
2000,AGC,itin,civil,ac,vfr,93
2000,AGC,itin,civil,at,ifr,10491
2000,AGC,itin,civil,at,vfr,15391
2000,AGC,itin,civil,ga,ifr,23208
2000,AGC,itin,civil,ga,vfr,39510
2000,AGC,itin,mil,mil,ifr,91
2000,AGC,itin,mil,mil,vfr,524
2000,AGC,local,civil,NA,NA,37562
2000,AGC,local,mil,NA,NA,274
2000,AGS,itin,civil,ac,ifr,4891
2000,AGS,itin,civil,ac,vfr,217
2000,AGS,itin,civil,at,ifr,6293
2000,AGS,itin,civil,at,vfr,285
2000,AGS,itin,civil,ga,ifr,13834
2000,AGS,itin,civil,ga,vfr,7199
2000,AGS,itin,mil,mil,ifr,2267
2000,AGS,itin,mil,mil,vfr,789
2000,AGS,local,civil,NA,NA,9773
2000,AGS,local,mil,NA,NA,2021
2000,AHN,itin,civil,ac,ifr,1
2000,AHN,itin,civil,ac,vfr,5
2000,AHN,itin,civil,at,ifr,1534
2000,AHN,itin,civil,at,vfr,301
2000,AHN,itin,civil,ga,ifr,11763
2000,AHN,itin,civil,ga,vfr,18642
2000,AHN,itin,mil,mil,ifr,197
2000,AHN,itin,mil,mil,vfr,759
2000,AHN,local,civil,NA,NA,28246
2000,AHN,local,mil,NA,NA,412
2000,AKN,itin,civil,ac,ifr,1235
2000,AKN,itin,civil,ac,vfr,513
2000,AKN,itin,civil,at,ifr,5752
2000,AKN,itin,civil,at,vfr,14496
2000,AKN,itin,civil,ga,ifr,468
2000,AKN,itin,civil,ga,vfr,2967
2000,AKN,itin,mil,mil,ifr,220
2000,AKN,itin,mil,mil,vfr,348
2000,AKN,local,civil,NA,NA,739
2000,AKN,local,mil,NA,NA,405
2000,ALB,itin,civil,ac,ifr,28044
2000,ALB,itin,civil,ac,vfr,889
2000,ALB,itin,civil,at,ifr,52720
2000,ALB,itin,civil,at,vfr,2006
2000,ALB,itin,civil,ga,ifr,19255
2000,ALB,itin,civil,ga,vfr,21329
2000,ALB,itin,mil,mil,ifr,1019
2000,ALB,itin,mil,mil,vfr,2108
2000,ALB,local,civil,NA,NA,15188
2000,ALB,local,mil,NA,NA,2203
2000,ALN,itin,civil,ac,ifr,1
2000,ALN,itin,civil,ac,vfr,27
2000,ALN,itin,civil,at,ifr,216
2000,ALN,itin,civil,at,vfr,698
2000,ALN,itin,civil,ga,ifr,11379
2000,ALN,itin,civil,ga,vfr,21060
2000,ALN,itin,mil,mil,ifr,524
2000,ALN,itin,mil,mil,vfr,529
2000,ALN,local,civil,NA,NA,37366
2000,ALN,local,mil,NA,NA,3481
2000,ALO,itin,civil,ac,ifr,26
2000,ALO,itin,civil,ac,vfr,11
2000,ALO,itin,civil,at,ifr,11491
2000,ALO,itin,civil,at,vfr,388
2000,ALO,itin,civil,ga,ifr,9289
2000,ALO,itin,civil,ga,vfr,11537
2000,ALO,itin,mil,mil,ifr,365
2000,ALO,itin,mil,mil,vfr,729
2000,ALO,local,civil,NA,NA,14266
2000,ALO,local,mil,NA,NA,980
2000,ALW,itin,civil,ac,ifr,0
2000,ALW,itin,civil,ac,vfr,0
2000,ALW,itin,civil,at,ifr,2607
2000,ALW,itin,civil,at,vfr,810
2000,ALW,itin,civil,ga,ifr,2924
2000,ALW,itin,civil,ga,vfr,15337
2000,ALW,itin,mil,mil,ifr,19
2000,ALW,itin,mil,mil,vfr,109
2000,ALW,local,civil,NA,NA,20500
2000,ALW,local,mil,NA,NA,166
2000,AMA,itin,civil,ac,ifr,10105
2000,AMA,itin,civil,ac,vfr,702
2000,AMA,itin,civil,at,ifr,13878
2000,AMA,itin,civil,at,vfr,946
2000,AMA,itin,civil,ga,ifr,12599
2000,AMA,itin,civil,ga,vfr,11759
2000,AMA,itin,mil,mil,ifr,14882
2000,AMA,itin,mil,mil,vfr,15034
2000,AMA,local,civil,NA,NA,5515
2000,AMA,local,mil,NA,NA,34980
2000,ANC,itin,civil,ac,ifr,116546
2000,ANC,itin,civil,ac,vfr,1142
2000,ANC,itin,civil,at,ifr,50652
2000,ANC,itin,civil,at,vfr,40233
2000,ANC,itin,civil,ga,ifr,19239
2000,ANC,itin,civil,ga,vfr,76329
2000,ANC,itin,mil,mil,ifr,2543
2000,ANC,itin,mil,mil,vfr,2629
2000,ANC,local,civil,NA,NA,8394
2000,ANC,local,mil,NA,NA,56
2000,ANE,itin,civil,ac,ifr,0
2000,ANE,itin,civil,ac,vfr,0
2000,ANE,itin,civil,at,ifr,1881
2000,ANE,itin,civil,at,vfr,1201
2000,ANE,itin,civil,ga,ifr,9552
2000,ANE,itin,civil,ga,vfr,58908
2000,ANE,itin,mil,mil,ifr,7
2000,ANE,itin,mil,mil,vfr,176
2000,ANE,local,civil,NA,NA,84551
2000,ANE,local,mil,NA,NA,270
2000,APA,itin,civil,ac,ifr,0
2000,APA,itin,civil,ac,vfr,0
2000,APA,itin,civil,at,ifr,18923
2000,APA,itin,civil,at,vfr,16721
2000,APA,itin,civil,ga,ifr,51449
2000,APA,itin,civil,ga,vfr,112953
2000,APA,itin,mil,mil,ifr,319
2000,APA,itin,mil,mil,vfr,541
2000,APA,local,civil,NA,NA,196747
2000,APA,local,mil,NA,NA,511
2000,APC,itin,civil,ac,ifr,0
2000,APC,itin,civil,ac,vfr,33
2000,APC,itin,civil,at,ifr,619
2000,APC,itin,civil,at,vfr,176
2000,APC,itin,civil,ga,ifr,15050
2000,APC,itin,civil,ga,vfr,47492
2000,APC,itin,mil,mil,ifr,5
2000,APC,itin,mil,mil,vfr,141
2000,APC,local,civil,NA,NA,81478
2000,APC,local,mil,NA,NA,51
2000,APF,itin,civil,ac,ifr,10
2000,APF,itin,civil,ac,vfr,40
2000,APF,itin,civil,at,ifr,11504
2000,APF,itin,civil,at,vfr,2307
2000,APF,itin,civil,ga,ifr,26388
2000,APF,itin,civil,ga,vfr,52968
2000,APF,itin,mil,mil,ifr,8
2000,APF,itin,mil,mil,vfr,120
2000,APF,local,civil,NA,NA,25265
2000,APF,local,mil,NA,NA,34
2000,ARA,itin,civil,ac,ifr,55
2000,ARA,itin,civil,ac,vfr,129
2000,ARA,itin,civil,at,ifr,1482
2000,ARA,itin,civil,at,vfr,17586
2000,ARA,itin,civil,ga,ifr,2583
2000,ARA,itin,civil,ga,vfr,8194
2000,ARA,itin,mil,mil,ifr,5045
2000,ARA,itin,mil,mil,vfr,2200
2000,ARA,local,civil,NA,NA,58089
2000,ARA,local,mil,NA,NA,4889
2000,ARB,itin,civil,ac,ifr,0
2000,ARB,itin,civil,ac,vfr,0
2000,ARB,itin,civil,at,ifr,534
2000,ARB,itin,civil,at,vfr,1588
2000,ARB,itin,civil,ga,ifr,4202
2000,ARB,itin,civil,ga,vfr,31323
2000,ARB,itin,mil,mil,ifr,0
2000,ARB,itin,mil,mil,vfr,0
2000,ARB,local,civil,NA,NA,66693
2000,ARB,local,mil,NA,NA,2
2000,ARR,itin,civil,ac,ifr,0
2000,ARR,itin,civil,ac,vfr,0
2000,ARR,itin,civil,at,ifr,183
2000,ARR,itin,civil,at,vfr,258
2000,ARR,itin,civil,ga,ifr,7327
2000,ARR,itin,civil,ga,vfr,44333
2000,ARR,itin,mil,mil,ifr,52
2000,ARR,itin,mil,mil,vfr,231
2000,ARR,local,civil,NA,NA,74756
2000,ARR,local,mil,NA,NA,194
2000,ASE,itin,civil,ac,ifr,7159
2000,ASE,itin,civil,ac,vfr,473
2000,ASE,itin,civil,at,ifr,6702
2000,ASE,itin,civil,at,vfr,497
2000,ASE,itin,civil,ga,ifr,19104
2000,ASE,itin,civil,ga,vfr,11074
2000,ASE,itin,mil,mil,ifr,9
2000,ASE,itin,mil,mil,vfr,158
2000,ASE,local,civil,NA,NA,3570
2000,ASE,local,mil,NA,NA,72
2000,ASH,itin,civil,ac,ifr,0
2000,ASH,itin,civil,ac,vfr,234
2000,ASH,itin,civil,at,ifr,0
2000,ASH,itin,civil,at,vfr,5
2000,ASH,itin,civil,ga,ifr,7369
2000,ASH,itin,civil,ga,vfr,42791
2000,ASH,itin,mil,mil,ifr,0
2000,ASH,itin,mil,mil,vfr,16
2000,ASH,local,civil,NA,NA,50798
2000,ASH,local,mil,NA,NA,242
2000,ATL,itin,civil,ac,ifr,660326
2000,ATL,itin,civil,ac,vfr,25064
2000,ATL,itin,civil,at,ifr,195641
2000,ATL,itin,civil,at,vfr,8379
2000,ATL,itin,civil,ga,ifr,17539
2000,ATL,itin,civil,ga,vfr,3399
2000,ATL,itin,mil,mil,ifr,1510
2000,ATL,itin,mil,mil,vfr,522
2000,ATL,local,civil,NA,NA,1035
2000,ATL,local,mil,NA,NA,34
2000,ATW,itin,civil,ac,ifr,7986
2000,ATW,itin,civil,ac,vfr,731
2000,ATW,itin,civil,at,ifr,15325
2000,ATW,itin,civil,at,vfr,1022
2000,ATW,itin,civil,ga,ifr,10753
2000,ATW,itin,civil,ga,vfr,14232
2000,ATW,itin,mil,mil,ifr,1
2000,ATW,itin,mil,mil,vfr,34
2000,ATW,local,civil,NA,NA,14425
2000,ATW,local,mil,NA,NA,98
2000,AUS,itin,civil,ac,ifr,98986
2000,AUS,itin,civil,ac,vfr,1024
2000,AUS,itin,civil,at,ifr,15955
2000,AUS,itin,civil,at,vfr,2065
2000,AUS,itin,civil,ga,ifr,42028
2000,AUS,itin,civil,ga,vfr,33709
2000,AUS,itin,mil,mil,ifr,4235
2000,AUS,itin,mil,mil,vfr,1240
2000,AUS,local,civil,NA,NA,13393
2000,AUS,local,mil,NA,NA,0
2000,AVL,itin,civil,ac,ifr,5619
2000,AVL,itin,civil,ac,vfr,52
2000,AVL,itin,civil,at,ifr,11917
2000,AVL,itin,civil,at,vfr,132
2000,AVL,itin,civil,ga,ifr,18596
2000,AVL,itin,civil,ga,vfr,18485
2000,AVL,itin,mil,mil,ifr,1629
2000,AVL,itin,mil,mil,vfr,1490
2000,AVL,local,civil,NA,NA,19476
2000,AVL,local,mil,NA,NA,2955
2000,AVP,itin,civil,ac,ifr,6787
2000,AVP,itin,civil,ac,vfr,678
2000,AVP,itin,civil,at,ifr,13452
2000,AVP,itin,civil,at,vfr,1085
2000,AVP,itin,civil,ga,ifr,12761
2000,AVP,itin,civil,ga,vfr,16820
2000,AVP,itin,mil,mil,ifr,471
2000,AVP,itin,mil,mil,vfr,837
2000,AVP,local,civil,NA,NA,69844
2000,AVP,local,mil,NA,NA,1362
2000,AZO,itin,civil,ac,ifr,4165
2000,AZO,itin,civil,ac,vfr,208
2000,AZO,itin,civil,at,ifr,17097
2000,AZO,itin,civil,at,vfr,1296
2000,AZO,itin,civil,ga,ifr,15307
2000,AZO,itin,civil,ga,vfr,22791
2000,AZO,itin,mil,mil,ifr,87
2000,AZO,itin,mil,mil,vfr,126
2000,AZO,local,civil,NA,NA,38730
2000,AZO,local,mil,NA,NA,14
2000,BAF,itin,civil,ac,ifr,2
2000,BAF,itin,civil,ac,vfr,11
2000,BAF,itin,civil,at,ifr,494
2000,BAF,itin,civil,at,vfr,264
2000,BAF,itin,civil,ga,ifr,5269
2000,BAF,itin,civil,ga,vfr,22661
2000,BAF,itin,mil,mil,ifr,1049
2000,BAF,itin,mil,mil,vfr,2454
2000,BAF,local,civil,NA,NA,29901
2000,BAF,local,mil,NA,NA,4175
2000,BCT,itin,civil,ac,ifr,0
2000,BCT,itin,civil,ac,vfr,0
2000,BCT,itin,civil,at,ifr,301
2000,BCT,itin,civil,at,vfr,144
2000,BCT,itin,civil,ga,ifr,1017
2000,BCT,itin,civil,ga,vfr,3021
2000,BCT,itin,mil,mil,ifr,0
2000,BCT,itin,mil,mil,vfr,21
2000,BCT,local,civil,NA,NA,1674
2000,BCT,local,mil,NA,NA,0
2000,BDL,itin,civil,ac,ifr,79221
2000,BDL,itin,civil,ac,vfr,4053
2000,BDL,itin,civil,at,ifr,44316
2000,BDL,itin,civil,at,vfr,4472
2000,BDL,itin,civil,ga,ifr,25205
2000,BDL,itin,civil,ga,vfr,4605
2000,BDL,itin,mil,mil,ifr,4139
2000,BDL,itin,mil,mil,vfr,1464
2000,BDL,local,civil,NA,NA,2053
2000,BDL,local,mil,NA,NA,208
2000,BDR,itin,civil,ac,ifr,0
2000,BDR,itin,civil,ac,vfr,0
2000,BDR,itin,civil,at,ifr,1113
2000,BDR,itin,civil,at,vfr,469
2000,BDR,itin,civil,ga,ifr,8294
2000,BDR,itin,civil,ga,vfr,34208
2000,BDR,itin,mil,mil,ifr,89
2000,BDR,itin,mil,mil,vfr,233
2000,BDR,local,civil,NA,NA,45775
2000,BDR,local,mil,NA,NA,89
2000,BED,itin,civil,ac,ifr,648
2000,BED,itin,civil,ac,vfr,272
2000,BED,itin,civil,at,ifr,12079
2000,BED,itin,civil,at,vfr,3157
2000,BED,itin,civil,ga,ifr,33653
2000,BED,itin,civil,ga,vfr,85601
2000,BED,itin,mil,mil,ifr,717
2000,BED,itin,mil,mil,vfr,568
2000,BED,local,civil,NA,NA,75674
2000,BED,local,mil,NA,NA,2
2000,BET,itin,civil,ac,ifr,2925
2000,BET,itin,civil,ac,vfr,1056
2000,BET,itin,civil,at,ifr,6388
2000,BET,itin,civil,at,vfr,124010
2000,BET,itin,civil,ga,ifr,811
2000,BET,itin,civil,ga,vfr,4921
2000,BET,itin,mil,mil,ifr,140
2000,BET,itin,mil,mil,vfr,566
2000,BET,local,civil,NA,NA,4114
2000,BET,local,mil,NA,NA,145
2000,BFI,itin,civil,ac,ifr,10184
2000,BFI,itin,civil,ac,vfr,1154
2000,BFI,itin,civil,at,ifr,22375
2000,BFI,itin,civil,at,vfr,23261
2000,BFI,itin,civil,ga,ifr,36753
2000,BFI,itin,civil,ga,vfr,147545
2000,BFI,itin,mil,mil,ifr,431
2000,BFI,itin,mil,mil,vfr,1202
2000,BFI,local,civil,NA,NA,122631
2000,BFI,local,mil,NA,NA,325
2000,BFL,itin,civil,ac,ifr,291
2000,BFL,itin,civil,ac,vfr,120
2000,BFL,itin,civil,at,ifr,25063
2000,BFL,itin,civil,at,vfr,19964
2000,BFL,itin,civil,ga,ifr,22755
2000,BFL,itin,civil,ga,vfr,51235
2000,BFL,itin,mil,mil,ifr,379
2000,BFL,itin,mil,mil,vfr,877
2000,BFL,local,civil,NA,NA,69993
2000,BFL,local,mil,NA,NA,515
2000,BFM,itin,civil,ac,ifr,1899
2000,BFM,itin,civil,ac,vfr,522
2000,BFM,itin,civil,at,ifr,4591
2000,BFM,itin,civil,at,vfr,1031
2000,BFM,itin,civil,ga,ifr,9213
2000,BFM,itin,civil,ga,vfr,20030
2000,BFM,itin,mil,mil,ifr,1581
2000,BFM,itin,mil,mil,vfr,5762
2000,BFM,local,civil,NA,NA,9847
2000,BFM,local,mil,NA,NA,34190
2000,BGM,itin,civil,ac,ifr,1498
2000,BGM,itin,civil,ac,vfr,74
2000,BGM,itin,civil,at,ifr,14373
2000,BGM,itin,civil,at,vfr,413
2000,BGM,itin,civil,ga,ifr,7531
2000,BGM,itin,civil,ga,vfr,4717
2000,BGM,itin,mil,mil,ifr,739
2000,BGM,itin,mil,mil,vfr,213
2000,BGM,local,civil,NA,NA,8899
2000,BGM,local,mil,NA,NA,414
2000,BGR,itin,civil,ac,ifr,2244
2000,BGR,itin,civil,ac,vfr,471
2000,BGR,itin,civil,at,ifr,23181
2000,BGR,itin,civil,at,vfr,1992
2000,BGR,itin,civil,ga,ifr,10495
2000,BGR,itin,civil,ga,vfr,11799
2000,BGR,itin,mil,mil,ifr,6214
2000,BGR,itin,mil,mil,vfr,3569
2000,BGR,local,civil,NA,NA,12537
2000,BGR,local,mil,NA,NA,16724
2000,BHM,itin,civil,ac,ifr,28045
2000,BHM,itin,civil,ac,vfr,2120
2000,BHM,itin,civil,at,ifr,37482
2000,BHM,itin,civil,at,vfr,2544
2000,BHM,itin,civil,ga,ifr,51524
2000,BHM,itin,civil,ga,vfr,14794
2000,BHM,itin,mil,mil,ifr,6097
2000,BHM,itin,mil,mil,vfr,2585
2000,BHM,local,civil,NA,NA,6050
2000,BHM,local,mil,NA,NA,2676
2000,BIL,itin,civil,ac,ifr,12027
2000,BIL,itin,civil,ac,vfr,399
2000,BIL,itin,civil,at,ifr,30763
2000,BIL,itin,civil,at,vfr,8035
2000,BIL,itin,civil,ga,ifr,14683
2000,BIL,itin,civil,ga,vfr,24155
2000,BIL,itin,mil,mil,ifr,401
2000,BIL,itin,mil,mil,vfr,263
2000,BIL,local,civil,NA,NA,26034
2000,BIL,local,mil,NA,NA,412
2000,BIS,itin,civil,ac,ifr,2817
2000,BIS,itin,civil,ac,vfr,287
2000,BIS,itin,civil,at,ifr,10962
2000,BIS,itin,civil,at,vfr,1149
2000,BIS,itin,civil,ga,ifr,9846
2000,BIS,itin,civil,ga,vfr,11989
2000,BIS,itin,mil,mil,ifr,954
2000,BIS,itin,mil,mil,vfr,1619
2000,BIS,local,civil,NA,NA,13347
2000,BIS,local,mil,NA,NA,2107
2000,BJC,itin,civil,ac,ifr,0
2000,BJC,itin,civil,ac,vfr,0
2000,BJC,itin,civil,at,ifr,1369
2000,BJC,itin,civil,at,vfr,976
2000,BJC,itin,civil,ga,ifr,18936
2000,BJC,itin,civil,ga,vfr,71612
2000,BJC,itin,mil,mil,ifr,51
2000,BJC,itin,mil,mil,vfr,188
2000,BJC,local,civil,NA,NA,79097
2000,BJC,local,mil,NA,NA,231
2000,BKL,itin,civil,ac,ifr,22
2000,BKL,itin,civil,ac,vfr,65
2000,BKL,itin,civil,at,ifr,6069
2000,BKL,itin,civil,at,vfr,2807
2000,BKL,itin,civil,ga,ifr,14366
2000,BKL,itin,civil,ga,vfr,37108
2000,BKL,itin,mil,mil,ifr,107
2000,BKL,itin,mil,mil,vfr,483
2000,BKL,local,civil,NA,NA,38555
2000,BKL,local,mil,NA,NA,739
2000,BLI,itin,civil,ac,ifr,242
2000,BLI,itin,civil,ac,vfr,237
2000,BLI,itin,civil,at,ifr,13185
2000,BLI,itin,civil,at,vfr,9162
2000,BLI,itin,civil,ga,ifr,5569
2000,BLI,itin,civil,ga,vfr,31895
2000,BLI,itin,mil,mil,ifr,171
2000,BLI,itin,mil,mil,vfr,802
2000,BLI,local,civil,NA,NA,28025
2000,BLI,local,mil,NA,NA,442
2000,BMI,itin,civil,ac,ifr,3862
2000,BMI,itin,civil,ac,vfr,339
2000,BMI,itin,civil,at,ifr,11455
2000,BMI,itin,civil,at,vfr,798
2000,BMI,itin,civil,ga,ifr,7711
2000,BMI,itin,civil,ga,vfr,12091
2000,BMI,itin,mil,mil,ifr,21
2000,BMI,itin,mil,mil,vfr,365
2000,BMI,local,civil,NA,NA,20916
2000,BMI,local,mil,NA,NA,178
2000,BNA,itin,civil,ac,ifr,129818
2000,BNA,itin,civil,ac,vfr,789
2000,BNA,itin,civil,at,ifr,37163
2000,BNA,itin,civil,at,vfr,681
2000,BNA,itin,civil,ga,ifr,49821
2000,BNA,itin,civil,ga,vfr,20510
2000,BNA,itin,mil,mil,ifr,3676
2000,BNA,itin,mil,mil,vfr,551
2000,BNA,local,civil,NA,NA,5126
2000,BNA,local,mil,NA,NA,0
2000,BOI,itin,civil,ac,ifr,43719
2000,BOI,itin,civil,ac,vfr,345
2000,BOI,itin,civil,at,ifr,23966
2000,BOI,itin,civil,at,vfr,3974
2000,BOI,itin,civil,ga,ifr,20065
2000,BOI,itin,civil,ga,vfr,42332
2000,BOI,itin,mil,mil,ifr,4128
2000,BOI,itin,mil,mil,vfr,3864
2000,BOI,local,civil,NA,NA,23898
2000,BOI,local,mil,NA,NA,4719
2000,BOS,itin,civil,ac,ifr,265185
2000,BOS,itin,civil,ac,vfr,6077
2000,BOS,itin,civil,at,ifr,189083
2000,BOS,itin,civil,at,vfr,14772
2000,BOS,itin,civil,ga,ifr,22503
2000,BOS,itin,civil,ga,vfr,9130
2000,BOS,itin,mil,mil,ifr,279
2000,BOS,itin,mil,mil,vfr,272
2000,BOS,local,civil,NA,NA,961
2000,BOS,local,mil,NA,NA,21
2000,BPT,itin,civil,ac,ifr,14
2000,BPT,itin,civil,ac,vfr,17
2000,BPT,itin,civil,at,ifr,10972
2000,BPT,itin,civil,at,vfr,1062
2000,BPT,itin,civil,ga,ifr,9915
2000,BPT,itin,civil,ga,vfr,7795
2000,BPT,itin,mil,mil,ifr,3653
2000,BPT,itin,mil,mil,vfr,1131
2000,BPT,local,civil,NA,NA,12167
2000,BPT,local,mil,NA,NA,235
2000,BRO,itin,civil,ac,ifr,1192
2000,BRO,itin,civil,ac,vfr,277
2000,BRO,itin,civil,at,ifr,5273
2000,BRO,itin,civil,at,vfr,960
2000,BRO,itin,civil,ga,ifr,5057
2000,BRO,itin,civil,ga,vfr,9297
2000,BRO,itin,mil,mil,ifr,2800
2000,BRO,itin,mil,mil,vfr,332
2000,BRO,local,civil,NA,NA,2932
2000,BRO,local,mil,NA,NA,3558
2000,BTL,itin,civil,ac,ifr,3
2000,BTL,itin,civil,ac,vfr,31
2000,BTL,itin,civil,at,ifr,401
2000,BTL,itin,civil,at,vfr,560
2000,BTL,itin,civil,ga,ifr,11279
2000,BTL,itin,civil,ga,vfr,42866
2000,BTL,itin,mil,mil,ifr,970
2000,BTL,itin,mil,mil,vfr,2602
2000,BTL,local,civil,NA,NA,39771
2000,BTL,local,mil,NA,NA,847
2000,BTR,itin,civil,ac,ifr,9114
2000,BTR,itin,civil,ac,vfr,792
2000,BTR,itin,civil,at,ifr,13815
2000,BTR,itin,civil,at,vfr,2364
2000,BTR,itin,civil,ga,ifr,27010
2000,BTR,itin,civil,ga,vfr,25794
2000,BTR,itin,mil,mil,ifr,1693
2000,BTR,itin,mil,mil,vfr,1238
2000,BTR,local,civil,NA,NA,38617
2000,BTR,local,mil,NA,NA,712
2000,BTV,itin,civil,ac,ifr,6684
2000,BTV,itin,civil,ac,vfr,558
2000,BTV,itin,civil,at,ifr,34891
2000,BTV,itin,civil,at,vfr,3612
2000,BTV,itin,civil,ga,ifr,10661
2000,BTV,itin,civil,ga,vfr,19113
